cmd,created_at,fit_points_id,fitness,hit_count,points_id,source
"vote ( DT ( max_depth = 50 , criterion = entropy , min_samples_split = 10 ) )",2026-02-16T14:33:10,"(127912421856560, 127912421855504)","(0.5,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 10 , min_samples_leaf = 2 ) , DT ( max_depth = 100 , criterion = log_loss ) , NB ( var_smoothing = 1e-6 ) , GB ( learning_rate = 1.0 ) , DT ( max_depth = 50 ) , KNN ( n_neighbors = 50 ) , KNN ( n_neighbors = 3 ) )",2026-02-16T14:33:11,"(127912421856560, 127912421855504)","(0.4151785714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_split = 0.1 ) , DT ( max_depth = 50 ) , GB ( n_estimators = 50 ) , XGB ( n_estimators = 50 , max_depth = 1 ) )",2026-02-16T14:33:11,"(127912421856560, 127912421855504)","(0.3883928571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 2 ) )",2026-02-16T14:33:11,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_leaf = 0.3 ) , KNN ( n_neighbors = 1 ) , XGB ( n_estimators = 2 , max_depth = 2 ) )",2026-02-16T14:33:11,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( KNN ( n_neighbors = 100 ) , DT ( criterion = log_loss ) , RF ( max_depth = 50 ) , RF ( n_estimators = 200 , max_depth = 2 ) , XGB ( n_estimators = 2 ) , XGB ( n_estimators = 1 , max_depth = 1 ) )",2026-02-16T14:33:11,"(127912421856560, 127912421855504)","(0.3526785714285714,)",0,"(127912421854544, 127912421854832)",gui
"bag ( LR ( C = 1.0 , max_iter = 5 ) )",2026-02-16T14:33:12,"(127912421856560, 127912421855504)","(0.40625,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_split = 0.1 ) ; voting = soft )",2026-02-16T14:33:12,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"ada ( DT ( max_depth = 3 , min_samples_leaf = 2 ) ; final_estimator = NB )",2026-02-16T14:33:12,"(127912421856560, 127912421855504)","(0.4375,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , min_samples_split = 0.4 ) , DT ( max_depth = 3 , min_samples_split = 0.2 ) , XGB ( n_estimators = 10 ) , NB ( var_smoothing = 1e-8 ) , KNN ( n_neighbors = 50 ) , KNN ( n_neighbors = 10 ) , XGB ( max_depth = 3 ) )",2026-02-16T14:33:13,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , min_samples_split = 0.3 ) )",2026-02-16T14:33:13,"(127912421856560, 127912421855504)","(0.3303571428571429,)",7,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 1 , min_samples_split = 0.5 ) ; n_estimators = 50 )",2026-02-16T14:33:13,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
vote ( DT ( max_depth = 3 ) ; n_estimators = 1 ),2026-02-16T14:33:13,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 50 , max_depth = 10 ) , NB ( var_smoothing = 1e-6 ) )",2026-02-16T14:33:13,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( XGB ( n_estimators = 100 , max_depth = 5 ) )",2026-02-16T14:33:13,"(127912421856560, 127912421855504)","(0.4196428571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( max_depth = 1 ) , DT ( max_depth = 3 , criterion = entropy , min_samples_split = 0.3 ) , KNN ( n_neighbors = 200 ) , SVM ( C = 100 , kernel = rbf ) ; final_estimator = XGB )",2026-02-16T14:33:14,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 0.3 ) , DT ( max_depth = 2 , min_samples_split = 0.1 ) )",2026-02-16T14:33:14,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( DT ( max_depth = 50 ) ),2026-02-16T14:33:14,"(127912421856560, 127912421855504)","(0.4776785714285714,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 200 ) ; final_estimator = DT ),2026-02-16T14:33:14,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_split = 0.5 ) )",2026-02-16T14:33:14,"(127912421856560, 127912421855504)","(0.3392857142857143,)",3,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 100 , criterion = log_loss , min_samples_split = 2 ) )",2026-02-16T14:33:14,"(127912421856560, 127912421855504)","(0.4955357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( KNN ( n_neighbors = 3 ) , SVM ( C = 200 , kernel = sigmoid ) , SVM ( kernel = rbf ) )",2026-02-16T14:33:15,"(127912421856560, 127912421855504)","(0.3883928571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_leaf = 0.3 ) , KNN ( n_neighbors = 1 ) )",2026-02-16T14:33:15,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( XGB ( n_estimators = 2 , max_depth = 2 ) , NB ( var_smoothing = 1e-9 ) , SVM ( kernel = linear ) , KNN ( n_neighbors = 2 ) , XGB ( max_depth = 3 ) ; n_estimators = 10 )",2026-02-16T14:33:15,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , criterion = entropy , min_samples_split = 50 ) ; n_estimators = 10 )",2026-02-16T14:33:15,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 3 , min_samples_split = 0.4 ) ; voting = hard )",2026-02-16T14:33:15,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 200 ) , DT ( max_depth = 5 , min_samples_leaf = 0.2 ) , DT ( max_depth = 3 , min_samples_split = 0.2 ) )",2026-02-16T14:33:15,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.1 ) , RF ( n_estimators = 2 , max_depth = 2 ) , SVM ( C = 0.5 , kernel = rbf ) ; voting = soft )",2026-02-16T14:33:15,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( SVM ( C = 200 , kernel = poly ) , NB ( var_smoothing = 1e-8 ) , NB ( var_smoothing = 1e-6 ) , RF ( n_estimators = 5 , max_depth = 2 ) , DT ( max_depth = 5 , min_samples_split = 5 ) )",2026-02-16T14:33:16,"(127912421856560, 127912421855504)","(0.3526785714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( LR ( C = 50 , max_iter = 50 ) , SVM ( C = 0.1 ) , XGB ( n_estimators = 1 , max_depth = 1 ) , DT ( max_depth = 2 , criterion = entropy ) , NB ( var_smoothing = 1e-6 ) ; n_estimators = 2 )",2026-02-16T14:33:16,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 2 , max_depth = 1 ) )",2026-02-16T14:33:16,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , min_samples_leaf = 0.1 ) ; final_estimator = SVM )",2026-02-16T14:33:16,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.5 ) , RF ( max_depth = 2 ) , RF ( n_estimators = 50 , max_depth = 1 ) ; final_estimator = SVM )",2026-02-16T14:33:16,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( LR ( C = 200 ) , NB ( var_smoothing = 1e-6 ) , LR ( penalty = l2 ) )",2026-02-16T14:33:16,"(127912421856560, 127912421855504)","(0.4151785714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 0.4 ) ; voting = soft )",2026-02-16T14:33:16,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( KNN ( n_neighbors = 2 ) , SVM ( kernel = sigmoid ) , DT ( max_depth = 2 , min_samples_split = 0.4 ) , RF ( n_estimators = 10 , max_depth = 3 ) ; final_estimator = DT )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 200 , criterion = log_loss , min_samples_split = 0.1 ) ; voting = soft )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3928571428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( SVM ( C = 1.0 , kernel = sigmoid ) , XGB ( n_estimators = 2 , max_depth = 2 ) )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_split = 5 ) ; n_estimators = 10 )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
vote ( XGB ( max_depth = 3 ) ),2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( NB ( var_smoothing = 1e-8 ) , SVM ( kernel = linear ) )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_split = 0.1 ) ; n_estimators = 1 )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3392857142857143,)",2,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_split = 0.1 ) ; n_estimators = 50 )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
ada ( DT ( criterion = gini ) ; final_estimator = XGB ),2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.46875,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 10 , min_samples_leaf = 2 ) )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.4464285714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 1 ) , SVM ( C = 0.1 , kernel = rbf ) , SVM ( kernel = sigmoid ) , DT ( max_depth = 2 , min_samples_leaf = 0.2 ) , DT ( max_depth = 200 ) , KNN ( n_neighbors = 10 ) , DT ( criterion = log_loss ) )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3526785714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( KNN ( n_neighbors = 100 ) , DT ( criterion = log_loss ) , RF ( n_estimators = 50 ) , RF ( n_estimators = 3 , max_depth = 2 ) , NB ( var_smoothing = 1e-6 ) )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , min_samples_split = 2 ) , XGB ( n_estimators = 1 , max_depth = 1 ) ; final_estimator = DT )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.4017857142857143,)",0,"(127912421854544, 127912421854832)",gui
bag ( DT ( criterion = entropy ) ; final_estimator = XGB ),2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.4241071428571429,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 0.1 ) ; final_estimator = SVM )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 0.3 ) , RF ( max_depth = 1 ) , DT ( max_depth = 3 , criterion = entropy , min_samples_split = 0.3 ) , KNN ( n_neighbors = 200 ) , LR ( penalty = l1 ) )",2026-02-16T14:33:17,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( SVM ( C = 200 ) , XGB ( n_estimators = 3 ) )",2026-02-16T14:33:18,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 50 ) ; n_estimators = 1 ),2026-02-16T14:33:19,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini ) ; n_estimators = 50 )",2026-02-16T14:33:19,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 1 ) , DT ( max_depth = 100 , min_samples_leaf = 0.4 ) , NB ( var_smoothing = 1e-6 ) , LR ( C = 10 , max_iter = 2 ) , RF ( max_depth = 2 ) , RF ( n_estimators = 200 , max_depth = 1 ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T14:33:19,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 3 , max_depth = 1 ) , SVM ( kernel = poly ) , DT ( max_depth = 50 , min_samples_leaf = 1 ) , SVM ( C = 0.1 , kernel = rbf ) , LR ( penalty = l2 ) , DT ( max_depth = 100 , min_samples_split = 0.4 ) , RF ( n_estimators = 2 ) )",2026-02-16T14:33:19,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( SVM ( kernel = sigmoid ) , RF ( n_estimators = 100 ) , DT ( max_depth = 50 , criterion = gini ) , KNN ( n_neighbors = 1 ) )",2026-02-16T14:33:19,"(127912421856560, 127912421855504)","(0.3928571428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 0.3 ) , RF ( max_depth = 1 ) , DT ( max_depth = 50 , min_samples_split = 0.3 ) , RF ( max_depth = 1 ) )",2026-02-16T14:33:19,"(127912421856560, 127912421855504)","(0.3303571428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , criterion = entropy , min_samples_split = 3 ) , KNN ( n_neighbors = 200 ) , SVM ( C = 100 ) )",2026-02-16T14:33:19,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( max_depth = 2 ) , XGB ( max_depth = 1 ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , criterion = entropy ) , RF ( n_estimators = 10 ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.4151785714285714,)",0,"(127912421854544, 127912421854832)",gui
"bag ( GB ( n_estimators = 3 , learning_rate = 1.0 ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( n_estimators = 1 ) ; final_estimator = NB ),2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.4732142857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 0.3 ) , SVM ( kernel = poly ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3125,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 1 , min_samples_split = 0.5 ) , NB ( var_smoothing = 1e-7 ) , DT ( max_depth = 2 , criterion = log_loss ) , GB ( n_estimators = 10 , learning_rate = 100 ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 0.3 ) , SVM ( C = 10 , kernel = rbf ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3303571428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 50 , max_depth = 10 ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3883928571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( LR ( C = 50 , max_iter = 2 ) , SVM ( C = 1.0 ) , DT ( max_depth = 1 ) , DT ( max_depth = 2 , min_samples_split = 200 ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.5 ) , RF ( n_estimators = 2 , max_depth = 2 ) , RF ( max_depth = 1 ) ; voting = soft )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3214285714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 1 ) , GB ( n_estimators = 1 ) , DT ( max_depth = 2 , criterion = gini , min_samples_split = 0.4 ) , RF ( max_depth = 1 ) , DT ( max_depth = 2 , min_samples_split = 200 ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( KNN ( n_neighbors = 10 ) , DT ( criterion = entropy ) , GB ( learning_rate = 50 ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 100 , min_samples_split = 0.4 ) , RF ( n_estimators = 10 ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_leaf = 0.3 ) , KNN ( n_neighbors = 200 ) , XGB ( n_estimators = 2 , max_depth = 2 ) )",2026-02-16T14:33:20,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 10 , learning_rate = 1.0 ) , DT ( max_depth = 50 , min_samples_split = 0.3 ) , DT ( max_depth = 50 , criterion = entropy , min_samples_split = 5 ) )",2026-02-16T14:33:21,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( max_depth = 3 ) , XGB ( n_estimators = 3 , max_depth = 5 ) , SVM ( C = 200 , kernel = poly ) , GB ( n_estimators = 5 , learning_rate = 100 ) , RF ( max_depth = 2 ) , DT ( max_depth = 2 , criterion = gini ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 2 , min_samples_split = 0.4 ) , RF ( n_estimators = 10 , max_depth = 3 ) )",2026-02-16T14:33:21,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 3 , criterion = entropy , min_samples_split = 0.3 ) )",2026-02-16T14:33:21,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( SVM ( C = 0.5 ) , DT ( max_depth = 2 , min_samples_leaf = 0.5 ) , RF ( max_depth = 5 ) , RF ( n_estimators = 3 , max_depth = 2 ) , DT ( max_depth = 100 , min_samples_split = 0.1 ) , RF ( max_depth = 50 ) , DT ( max_depth = 10 , min_samples_leaf = 0.4 ) )",2026-02-16T14:33:21,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( max_depth = 2 ) , RF ( max_depth = 1 ) )",2026-02-16T14:33:22,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 ) , KNN ( n_neighbors = 2 ) )",2026-02-16T14:33:22,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 100 , min_samples_split = 0.4 ) )",2026-02-16T14:33:22,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 0.1 ) ; voting = hard )",2026-02-16T14:33:22,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 10 , min_samples_leaf = 0.2 ) , NB ( var_smoothing = 1e-6 ) , DT ( max_depth = 2 , min_samples_split = 0.1 ) )",2026-02-16T14:33:22,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
